Commune;Commune 2;Numéro voie;Nom voie;INSEE;EPCI;Canton;Arrondissement;Numéro de tronçon;Identifiant tronçon;Code itinéraire;PNR Perche;PROPAGEACC;Statut;Propriétaire;Type propriété;Date inscription PDIPR;Date délibération commune;PDF délibération commune;URL délibération commune;Date délibération CD;PDF délibération CD;URL délibération CD;geo_point_2d;geo_shape;Longueur;OBJECTID;SHAPE_LENG;st_length(shape)
Nogent-le-Rotrou;;30;de la Tuilerie d'en bas à la Grassetière;28280;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr17.1;tr17.1-28280;F35.B-28280,VTT8-28236,VTT9-28236,T28.21-28280;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-01;;;;;;48.31156252250944, 0.849931301251833;"{""coordinates"": [[0.8481617172491389, 48.309190604008855], [0.8481759830498619, 48.309847357734576], [0.8481391729344127, 48.31039756454745], [0.8483168271078101, 48.310636553392605], [0.848585494470329, 48.31074502887918], [0.8488650099056341, 48.310850128598624], [0.8491164593752957, 48.31098686657797], [0.8494206913575912, 48.311142423859124], [0.8496199466124983, 48.311246063153085], [0.8498012967060934, 48.311263646625235], [0.850030950262465, 48.311278535050846], [0.8503023528942009, 48.31145135420068], [0.8505439420871466, 48.31164255571097], [0.8505765911014255, 48.311817117341604], [0.8511983769956022, 48.31213766617667], [0.8514520718502059, 48.312287161861335], [0.8512845646904348, 48.31394685492594], [0.8512915179224311, 48.314129750176896]], ""type"": ""LineString""}";676;410;676.58218413;676.5821841301363
Nogent-le-Rotrou;;29;de la Tuilerie d'en bas à Pâtereau;28280;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr19.1;tr19.1-28280;F35.B-28280,VTT8-28236,VTT9-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-01;;;;;;48.317105465483664, 0.8520117444479707;"{""coordinates"": [[0.8494980816908912, 48.31479843787588], [0.8500238816220202, 48.31536464104768], [0.850555553388497, 48.31567792489467], [0.8511880124683342, 48.3159275483997], [0.8517497310900042, 48.31616100115902], [0.8522542080525057, 48.31637555090679], [0.8525211186063478, 48.31661555641801], [0.852716583804387, 48.31674710247221], [0.8527979920073888, 48.31683391038622], [0.8529198080324001, 48.31708616569242], [0.8529699125834457, 48.31760859724366], [0.8530328040298365, 48.31790502968575], [0.8532432663851949, 48.318435133391624], [0.853377883599291, 48.31881145131144], [0.8533341519650087, 48.31900831320272], [0.8529962824179066, 48.31932605277291], [0.852349970208894, 48.31985251996987]], ""type"": ""LineString""}";705;411;705.60736974;705.6073697447071
Nogent-le-Rotrou;;;dit des Pantoires;28280;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr20.1;tr20.1-28280;F35.B-28280,VTT8-28236,VTT9-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-01;;;;;;48.31116101474022, 0.8406623722959935;"{""coordinates"": [[0.8428455245023887, 48.30977484822564], [0.8426330549422377, 48.31006358361996], [0.8423916611200247, 48.31029645126559], [0.8422225963835253, 48.310536853043466], [0.8417998573071904, 48.31072561051961], [0.8414506557265486, 48.31086212566502], [0.8410573503902401, 48.31098592926321], [0.8408270620018473, 48.310943029899626], [0.8403062565062656, 48.31080254936184], [0.8398570752961703, 48.31130932971488], [0.8394541843853188, 48.31180865851348], [0.8391531758730516, 48.31215080886778], [0.8390101242182593, 48.312374429688376], [0.8388133784383768, 48.31271018710354], [0.8387442346833104, 48.312872646488636]], ""type"": ""LineString""}";514;412;514.49391179;514.4939117916914
Saint-Avit-les-Guespières;;14;de Tansonville à Montfichard;28326;Entre Beauce et Perche;Illiers-Combray;CHATEAUDUN;tr1.1;tr1.1-28326;GR655-28000,GR35-28000;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-12;;;;;;48.275516557684696, 1.2519715506979574;"{""coordinates"": [[1.2563543514997206, 48.27228652060965], [1.256157025128645, 48.27244274742627], [1.2558376643232518, 48.27282378627524], [1.2556583849709346, 48.27328308774249], [1.2555870056090883, 48.2737154065283], [1.255318512167916, 48.27458338974855], [1.254955579045797, 48.274864525229745], [1.2536479397015925, 48.27557385895225], [1.2529767383666692, 48.27580682395863], [1.252345216457886, 48.27597250887728], [1.2509555686852873, 48.27608769260901], [1.2495907695774224, 48.27642110379247], [1.2479188550619094, 48.27681781384116], [1.2468261319908087, 48.277075386036415], [1.2463747818935185, 48.27719087667613]], ""type"": ""LineString""}";1008;420;1008.758985;1008.7589849999305
Saint-Avit-les-Guespières;;38;dit de Croix de Vallaines;28326;Entre Beauce et Perche;Illiers-Combray;CHATEAUDUN;tr4.1;tr4.1-28326;GR655-28000,GR35-28000;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-12;;;;;;48.26336590298345, 1.2630506512018185;"{""coordinates"": [[1.2576295476701758, 48.26292786844853], [1.2584774380424602, 48.26300822290041], [1.2596988982950568, 48.26311550109123], [1.2607282320158724, 48.26320922562125], [1.2612404629097123, 48.263248904273475], [1.2618113909832707, 48.26329301645332], [1.2624353177726884, 48.263352191702054], [1.2634532648392067, 48.26345284378623], [1.2636667287277679, 48.263410789356364], [1.2646817349150872, 48.26319944945442], [1.2657114932211937, 48.26344315062982], [1.2678659222157604, 48.26397131741343], [1.268406269488024, 48.26410705941969]], ""type"": ""LineString""}";825;422;825.76459016;825.7645901602369
Saintigny;SAINTIGNY;44;des Pédestres;28331;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr2.1;tr2.1-28331;VTT6-28331,VTT16-28165,T28.22-28387,St.Michel,GR35;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-10-22;;;;;;48.321301586633574, 0.9738501325219778;"{""coordinates"": [[0.9637835296024063, 48.32507976055184], [0.9641656156493922, 48.32481155444236], [0.9644095213674204, 48.3245061820668], [0.9647819934917379, 48.32410776789938], [0.9661755995286143, 48.32249679117938], [0.9664349827810604, 48.32214747185431], [0.9681676494872499, 48.32187194070181], [0.9691844209245409, 48.32174054887357], [0.9698141829422493, 48.32152223940922], [0.9705506070941653, 48.32139391689031], [0.9713131040330014, 48.32123780335251], [0.9722345242241913, 48.32101200439149], [0.9729212718384725, 48.32078455673025], [0.9737531678882462, 48.320573718274126], [0.9744231902442307, 48.32046917366381], [0.9751271767556459, 48.32042477259453], [0.9757323579657214, 48.3203781952787], [0.9762950683390446, 48.320361000414835], [0.9771727297283769, 48.32037025752159], [0.978018280809305, 48.32044579430751], [0.9787110938230156, 48.320530433234545], [0.9793779335612128, 48.32058682881367], [0.9801148801848033, 48.320547225920684], [0.9806901201524565, 48.32048086660229], [0.9812416917057428, 48.32052896982737], [0.9817859539469185, 48.32065136211532], [0.9823487134258722, 48.32052403232016], [0.9826932675691337, 48.3203840514138], [0.9833758585145952, 48.32015755578659], [0.9841831931506149, 48.31982006865906], [0.9846521441448131, 48.31957802016245], [0.9848280859507679, 48.31951900332617]], ""type"": ""LineString""}";1816;423;1816.58673198;1816.5867319892463
Saintigny;SAINTIGNY;42;des Jousselinières;28331;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr5.1;tr5.1-28331;VTT6-28331,VTT16-28165,T28.22-28387,St.Michel,GR35;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-10-22;;;;;;48.3203697932439, 0.9957817170853992;"{""coordinates"": [[0.9944549275912176, 48.31667129647359], [0.9946616770955384, 48.316984365036575], [0.9947882639538008, 48.317293097860286], [0.9950535339206563, 48.31782742444808], [0.9954304528374275, 48.318433476082795], [0.9955772537267986, 48.318732881176125], [0.9955691572626678, 48.31923038397377], [0.9955577981794083, 48.319674279258294], [0.9955529068868527, 48.320068474076216], [0.996155590229588, 48.32045889869908], [0.9964665424729039, 48.32080412262198], [0.9964224400590072, 48.32090755696979], [0.9960536251833815, 48.321216830693835], [0.9956803461200339, 48.3215260285826], [0.9963849935031868, 48.32224340734653], [0.9964807885342727, 48.322423623514645], [0.9963457710122963, 48.322867649508396], [0.9963163541896664, 48.32294783410352], [0.9965715420315963, 48.32402655678364]], ""type"": ""LineString""}";897;425;897.07264646;897.0726464621771
Saintigny;SAINTIGNY;58;de Villemaigre;28331;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr9.1;tr9.1-28331;VTT16-28165,St.Michel-28085,GR35-28000;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-10-22;;;;;;48.32978892506843, 1.0106026779837833;"{""coordinates"": [[1.0070442200046676, 48.3279175200272], [1.0073278127759573, 48.327992378262564], [1.0081247312569162, 48.328263124969375], [1.008620589357385, 48.32848875534278], [1.0094833216297636, 48.32898647036157], [1.0101763084839244, 48.329379572453696], [1.0109361661314022, 48.32981652810632], [1.0112710966200562, 48.33007389191384], [1.0117710638218167, 48.3305211105946], [1.0120524928824592, 48.330752054136724], [1.0122721128296086, 48.330934040021596], [1.0124901411164262, 48.33110170415071], [1.0126652459182086, 48.33107487810121], [1.0128768244726603, 48.33102782825392], [1.0129888809642444, 48.33113388846062], [1.0133098477224285, 48.33161849803921], [1.0136660446877912, 48.33218919581671]], ""type"": ""LineString""}";715;427;715.1677204;715.1677204017994
Saintigny;SAINTIGNY;;dit des Petites Hautes Bourgères;28331;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr12.1;tr12.1-28331;St.Michel-28085,GR35-28000;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-10-22;;;;;;48.32318281165662, 1.0346928013221126;"{""coordinates"": [[1.0353169554490846, 48.32356192295274], [1.035157577767998, 48.32352713090621], [1.0349449422038595, 48.32348431044359], [1.0347135617892675, 48.323369742496524], [1.0344691986082684, 48.32317334099171], [1.0343920781320184, 48.32294292712682], [1.0344931865120843, 48.32253019942765]], ""type"": ""LineString""}";151;428;151.34336689;151.34336689568778
Saintigny;SAINTIGNY;35;du Bois Nézard;28331;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr13.1;tr13.1-28331;St.Michel-28085,GR35-28000;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-10-22;;;;;;48.3201218082978, 1.0353778044112756;"{""coordinates"": [[1.0344931865120843, 48.32253019942765], [1.0345052296668595, 48.322337586044625], [1.0343757565599847, 48.32208898327952], [1.0345427597069465, 48.32173735918175], [1.0348621061487364, 48.32100737996075], [1.0350901603894318, 48.320470071229764], [1.0355643338640013, 48.31947600697832], [1.0359124702376081, 48.318705134664846], [1.0360134330033561, 48.31856919636915], [1.0366746345697546, 48.318358710378085], [1.0369000848960206, 48.31834459114264], [1.0370342060694355, 48.31839018438739]], ""type"": ""LineString""}";542;429;542.80211512;542.8021151237406
Thiron-Gardais;;22;de la Maison Rouge à Montigny-le-Chartif;28387;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr3.1;tr3.1-28387;St.Michel-28085,GR35-28000;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-09-14;2007-06-22;;;;;;48.302927468127955, 1.047015145846845;"{""coordinates"": [[1.060225808772113, 48.29994920152725], [1.0600616785067762, 48.29999304513575], [1.057547676579227, 48.299465930001276], [1.0562931449092388, 48.29930806348828], [1.055729332231996, 48.2992363418909], [1.055151622989541, 48.29926473749552], [1.0546245195005781, 48.2992888764287], [1.0535087035271762, 48.29949867944344], [1.052902891423207, 48.29966730626185], [1.0524335403212335, 48.29990961385451], [1.0521450974427378, 48.300037025606784], [1.0514682694639998, 48.300243766560385], [1.049699986091919, 48.30072184210669], [1.0485205400411872, 48.301056012855256], [1.0475562819197788, 48.30136157577239], [1.0451897161240584, 48.30209045903874], [1.044602598686247, 48.302330790495674], [1.044117797561345, 48.30255495070448], [1.042493964294021, 48.30346393463639], [1.0414637764344954, 48.30410054425247], [1.039867716903126, 48.30517774777061], [1.038988642574976, 48.30573131646292], [1.0386888608563476, 48.30586910376052], [1.0384384779105935, 48.306085075090465], [1.0380590613344471, 48.306390875115525], [1.0379662261805767, 48.30669696807627], [1.0379694569423563, 48.30700297790704], [1.038538206858429, 48.30747038334584], [1.0393468377407833, 48.30819260645464], [1.0402001977285673, 48.308842798201695], [1.0410505487454724, 48.30974085048919], [1.0416944073828556, 48.31047507505015]], ""type"": ""LineString""}";2456;431;2456.42504323;2456.4250432358945
Saint-Éman;;6;des Forts aux Lubineries;28336;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr2.1;tr2.1-28336;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-27;;;;;;48.32318869545654, 1.1873832109795655;"{""coordinates"": [[1.1905566616502758, 48.3216014021417], [1.189398246115357, 48.32240672963871], [1.1886906909778403, 48.322834569673816], [1.1880722751762722, 48.3228594477967], [1.1875989556347333, 48.32302996112082], [1.18685609815756, 48.323587248478745], [1.1854954100205033, 48.324000452122725], [1.184621058046437, 48.32421339265069], [1.1842880444851225, 48.32427049717588], [1.1840048658705533, 48.324328657739464]], ""type"": ""LineString""}";590;446;590.7811094;590.781109394887
Saint-Éman;;19;de St Eman à Illiers;28336;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr6.1;tr6.1-28336;THVL.1-28196;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-27;;;;;;48.3212264734395, 1.2168669733463375;"{""coordinates"": [[1.2141299630618552, 48.32276346118155], [1.2140652876828977, 48.3224412426863], [1.2140042508474445, 48.322135539828516], [1.213711201078517, 48.3219334869498], [1.2135578243806813, 48.32182402243445], [1.2135294222320778, 48.32171406255414], [1.21414709263175, 48.32145839940243], [1.2145508096301325, 48.321284205344305], [1.2150686687823782, 48.321124130506064], [1.2157706175256588, 48.32094744170589], [1.216104603084357, 48.3208589342394], [1.2164209108382087, 48.320988566804544], [1.216950607674655, 48.321160843000165], [1.2173570023202538, 48.32117886902115], [1.2184864420804047, 48.321036338289765], [1.2196828703172802, 48.32091861594662], [1.2202064289082681, 48.320850293461156], [1.2212745475124465, 48.32072586250831]], ""type"": ""LineString""}";740;447;740.98305692;740.9830569142736
Saint-Éman;;;parcelle ZA0156;28336;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr7.1;tr7.1-28336;THVL.1-28196;Non;1;Parcelle communale;Commune;Domaine privé de la commune;2007-12-10;2007-09-27;;;;;;48.32138210524082, 1.2198130272183416;"{""coordinates"": [[1.2196828703172802, 48.32091861594662], [1.2196505592415319, 48.32121957749031], [1.2197875401024258, 48.321413077835395], [1.2200216642050765, 48.3216689954022], [1.2200594972881613, 48.32181719257837]], ""type"": ""LineString""}";107;448;107.34924715;107.34924714960763
Saint-Jean-Pierre-Fixte;;;de Nogent à la Mallardière;28342;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr6.1;tr6.1-28342;F35.A-28280,VTT9-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-10;;;;;;48.29745607161025, 0.8224167689729245;"{""coordinates"": [[0.8250100162187323, 48.292938312759304], [0.8244497780649137, 48.29386435784598], [0.8238513174847543, 48.29453043632065], [0.8235961341314783, 48.294984170840614], [0.8228635119525887, 48.29597982902049], [0.8225637037286764, 48.29632557461149], [0.8222971565369745, 48.29694579840112], [0.8220294961715309, 48.29759279156824], [0.8218317694786015, 48.299000899749025], [0.8214687766839731, 48.299824001511126], [0.8210814418286021, 48.30061021786913], [0.8206632925596877, 48.30106835408882], [0.8201940899281255, 48.302164102548375]], ""type"": ""LineString""}";1095;451;1095.97786462;1095.977864621602
Saint-Jean-Pierre-Fixte;;;sans nom, dit des Poussineries;28342;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr7.1;tr7.1-28342;F35.A-28280,VTT9-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-10;;;;;;48.30320754518325, 0.8212560999612177;"{""coordinates"": [[0.8201940899281255, 48.302164102548375], [0.8207291433046022, 48.30238828832112], [0.8208014890133057, 48.30247297075149], [0.8210366638265876, 48.30293572840534], [0.8214150996879325, 48.303279074831075], [0.8216622461664315, 48.303560467043184], [0.8217579599487379, 48.303943258347694], [0.8218848563658153, 48.30421945872825], [0.8221157749766991, 48.30446185257018]], ""type"": ""LineString""}";302;452;302.77533321;302.7753332083178
Saint-Jean-Pierre-Fixte;;;de Nogent aux Etilleux;28342;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr8.1;tr8.1-28342;F35.A-28280,VTT9-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-10;;;;;;48.304126280575105, 0.8227631143424804;"{""coordinates"": [[0.8221157749766991, 48.30446185257018], [0.8229914089206778, 48.30400308428946], [0.8234164087807067, 48.303802679529454]], ""type"": ""LineString""}";121;453;121.14927782;121.14927781726995
Saint-Jean-Pierre-Fixte;;;de Nogent aux Etilleux;28342;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr8.2;tr8.2-28342;VTT9-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-10;;;;;;48.302217793504894, 0.8251320288556264;"{""coordinates"": [[0.8234164087807067, 48.303802679529454], [0.8244139890107542, 48.30341690823899], [0.8247729627547637, 48.3032597840076], [0.8252699355996648, 48.30274554180547], [0.8255574412144032, 48.30225367169897], [0.8256598422110708, 48.30197192512274], [0.8256228523602, 48.30169472925158], [0.825673461950585, 48.30122532606536], [0.8257305318409786, 48.30081557645688], [0.8258315687120517, 48.30042151998305], [0.8259740321797246, 48.3001222331302], [0.826049841301846, 48.29997356569962]], ""type"": ""LineString""}";502;455;502.00803719;502.00803719804446
