Commune;Commune 2;Numéro voie;Nom voie;INSEE;EPCI;Canton;Arrondissement;Numéro de tronçon;Identifiant tronçon;Code itinéraire;PNR Perche;PROPAGEACC;Statut;Propriétaire;Type propriété;Date inscription PDIPR;Date délibération commune;PDF délibération commune;URL délibération commune;Date délibération CD;PDF délibération CD;URL délibération CD;geo_point_2d;geo_shape;Longueur;OBJECTID;SHAPE_LENG;st_length(shape)
Arcisses;ARCISSES;48;de la Grand'Maison à la Frelaudière;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr12.1;tr12.1-28063;;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-15;;;;;;48.34423202909299, 0.8989618631038654;"{""coordinates"": [[0.8980812877349702, 48.34555738652584], [0.8982987730080815, 48.345198742267556], [0.8986255116356262, 48.344745425760905], [0.8989052786118743, 48.34442183230217], [0.8991979892164279, 48.34398832817752], [0.8994969004291192, 48.34336173459572], [0.8996766522441562, 48.34300381596726], [0.8996864097161468, 48.34290393944835], [0.8996607932238125, 48.342838729716455]], ""type"": ""LineString""}";326;216;326.89984486;326.8998448578366
Arcisses;ARCISSES;37;du Thuret à la Maison des Champs;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr14.1;tr14.1-28063;TCentre.34-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-15;;;;;;48.34308289194785, 0.8788179982742509;"{""coordinates"": [[0.8847879618032697, 48.344009139051806], [0.8846163221700816, 48.343997029713975], [0.883985490203888, 48.34382316134279], [0.8834287504406081, 48.343609796007534], [0.8829013700521573, 48.34351106939576], [0.8825407925352313, 48.34348378604199], [0.8822016989043512, 48.34349673610935], [0.8805349970809775, 48.343507436378], [0.8802860830025115, 48.343472048167875], [0.8785830183658659, 48.34319549252159], [0.8777019391018991, 48.343071045177524], [0.8767678576664832, 48.34302917487929], [0.8758968814244604, 48.34281606893179], [0.8753418055877452, 48.34262853872673], [0.8750078702167386, 48.34249455140866], [0.8746835645472723, 48.3422327387566], [0.8744166313898568, 48.341922013414035], [0.8741502307521868, 48.34161890392614], [0.8739215263763704, 48.34197497316648], [0.8737311705281483, 48.342395654868575], [0.8737250162664187, 48.34261604894279]], ""type"": ""LineString""}";988;217;988.65233662;988.6523366231861
;ARCISSES;7;de la Jubaudière à La Lamberdière;0;;;NOGENT-LE-ROTROU;tr21.1;tr21.1-28063;T28.21-28280;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-15;;;;;;48.31546711405615, 0.9022933732793116;"{""coordinates"": [[0.8993021102193999, 48.32046088089529], [0.8995403221305242, 48.32010967003157], [0.899701852187147, 48.31989139015364], [0.9002510969102887, 48.31929774183245], [0.9006292610510723, 48.31899189793724], [0.9015093847577956, 48.31846946618672], [0.9023033490374133, 48.317851283719975], [0.9025538765914717, 48.31762102628324], [0.9024335489584344, 48.3173926668059], [0.9021272186397417, 48.31712826631065], [0.901712709196628, 48.31691378011562], [0.9013554183544015, 48.31674341141455], [0.9015142513341785, 48.31645062294537], [0.9016117063430993, 48.31614604913674], [0.9015549831478876, 48.31542855603129], [0.9023085536605621, 48.31517786579689], [0.9028618548617082, 48.31488274278105], [0.9031074833908672, 48.31442933414912], [0.9031484287626769, 48.31387558173691], [0.9032729384105495, 48.31343842872483], [0.9036014088884358, 48.31285486327891], [0.9037013091810333, 48.31264427012309], [0.9037927768626594, 48.312486761975435], [0.9042941989917592, 48.31211024833529], [0.9043391700849185, 48.31191712904579], [0.9038146122528957, 48.311669154644896], [0.9035128900076098, 48.311560935776896], [0.9033798248209609, 48.31140617151311], [0.9033292316553408, 48.3112176245477], [0.903383585161102, 48.31113238188751], [0.9038711489385546, 48.31072190080781], [0.9042833811675299, 48.310410099534316]], ""type"": ""LineString""}";1384;220;1384.31479938;1384.3147993763869
Champrond-en-Perchet;CHAMPROND-EN-PERCHET;;de Chainville à Brunelles section AA ou B;28072;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr6.1;tr6.1-28072;;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-29;;;;;;48.31824629526672, 0.8898436234120073;"{""coordinates"": [[0.8938373652134154, 48.31806262665982], [0.8931121052047514, 48.318413589938444], [0.8925670434841336, 48.31861534981652], [0.8917233337793198, 48.31892799803641], [0.8904020807643318, 48.31818433612759], [0.8901984813026748, 48.31813307984233], [0.8893270923528083, 48.318138499518774], [0.8877141023091595, 48.31804685711947], [0.8867480883461671, 48.317919118467245], [0.8859037912539267, 48.31774782399656], [0.885688933378623, 48.31769254887279]], ""type"": ""LineString""}";668;224;668.58776473;668.5877647266515
Champrond-en-Perchet;CHAMPROND-EN-PERCHET;;de Chainville à Brunelles;28072;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr6.2;tr6.2-28072;VTT5-28236,VTT13-28236,T28.21-28280;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-29;;;;;;48.31669017496088, 0.8811571488354972;"{""coordinates"": [[0.885688933378623, 48.31769254887279], [0.8849733473113078, 48.3175910389068], [0.8835113588278309, 48.3174339301208], [0.8822190934912245, 48.31717503760195], [0.8808898566641997, 48.316812519392336], [0.8803360548006406, 48.316490048960745], [0.8797305118005901, 48.31601185967932], [0.8794291488861607, 48.31584869491409], [0.8789235137304959, 48.31577116994719], [0.8778563600162174, 48.31578478384977], [0.8768523589970394, 48.31578166149731], [0.8766685234628996, 48.31579623390688]], ""type"": ""LineString""}";729;225;729.09482418;729.0948241746773
Combres;;20;des Champeaux à l'Enfer;28105;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr8.1;tr8.1-28105;;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-12-05;2008-08-29;;;;;;48.364465072067524, 1.058821148622207;"{""coordinates"": [[1.060148175521207, 48.36471271176611], [1.057494121723207, 48.364217432368946]], ""type"": ""LineString""}";204;229;204.13959681;204.13959681286727
Coudray-au-Perche;;29;dit des Grands Farriès;28111;Perche;Brou;NOGENT-LE-ROTROU;tr2.1;tr2.1-28111;F23.C-28018,VTT12-28018,FEq14.C-28018;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2006-12-01;2004-01-28;;;;;;48.215435525780535, 0.8472554630940122;"{""coordinates"": [[0.8473350478668095, 48.2165694921107], [0.8468206651006273, 48.21645810409448], [0.8470103582757711, 48.21596818477221], [0.8471757761330831, 48.21575685865645], [0.8473968691539977, 48.21540365346376], [0.8476184863299172, 48.2151257062122], [0.8477453373653862, 48.21489796765818], [0.8475848737709396, 48.21472595322141], [0.8471950316087971, 48.214411626184074], [0.8470516949970458, 48.214256594129374], [0.8469595359691832, 48.214157269580426]], ""type"": ""LineString""}";328;230;328.61636184;328.6163618384893
Champrond-en-Gâtine;;7;dit de l'Etang de la Justice;28071;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr11.1;tr11.1-28071;;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2010-10-01;2009-09-24;;;;;;48.364509332397084, 1.0587470025155086;"{""coordinates"": [[1.0574489498031372, 48.364271612520675], [1.0577774139293303, 48.36432759697001], [1.060044229369185, 48.36475167247491]], ""type"": ""LineString""}";199;234;199.4977947;199.49779469901034
Champrond-en-Gâtine;;36;dit des Grands Fourneaux;28071;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr17.1;tr17.1-28071;;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2010-10-01;2009-09-24;;;;;;48.40279833825673, 1.0644795795166708;"{""coordinates"": [[1.056373378944489, 48.402548973068996], [1.0587789355021107, 48.40283029952253], [1.0632881743232638, 48.403401449398494], [1.0646232283118968, 48.40356254144958], [1.064974647248937, 48.40159318119101], [1.0668879975880075, 48.40196907648056], [1.067825857126325, 48.40223971021062], [1.0686618176687768, 48.40255334531273], [1.0694010890237124, 48.4028356626842], [1.07025994932967, 48.40308181699998], [1.071471922974377, 48.403445555608435], [1.072382828989845, 48.40366826333152]], ""type"": ""LineString""}";1438;237;1438.15999663;1438.1599966299607
Champrond-en-Gâtine;;17;de Beaurepaire à Beauvais;28071;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr25.1;tr25.1-28071;F24.D-28071;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2010-10-01;2009-09-24;;;;;;48.39824244613748, 1.1007879396975189;"{""coordinates"": [[1.095452094307957, 48.39568819907211], [1.0966428551043175, 48.396338519389985], [1.0970667547251816, 48.39651773574263], [1.0985854466818004, 48.396789138420814], [1.0994231029103947, 48.396984125720955], [1.1000559391391798, 48.39715796654063], [1.1008254840505818, 48.39750662088224], [1.1011075014848632, 48.39769982075437], [1.1012770957636262, 48.39799601718521], [1.1012135028978673, 48.39827179595085], [1.100985948177595, 48.398720447627774], [1.1014320482771078, 48.398903297726754], [1.1019069592601107, 48.3991192439038], [1.1023381290323364, 48.39943270536687], [1.1026238588614705, 48.39958642518263], [1.1030971778178096, 48.399825820661306], [1.103694849974863, 48.40009105920058], [1.1046049760462062, 48.40046420595439], [1.1054366843508465, 48.40076504908217], [1.1060140509796716, 48.40099154415004]], ""type"": ""LineString""}";1053;242;1053.32982957;1053.329829570584
Arcisses;ARCISSES;4;dit ancien chemin Chartrain et de Pontallet;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr6.1;tr6.1-28112;F7.C-28237,VTT13-28236,St.Michel-28085;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-04-06;;;;;;48.35752697415027, 0.9048967695941731;"{""coordinates"": [[0.9014198090864847, 48.35594258992615], [0.902848181195232, 48.35641080530946], [0.9036637081505114, 48.35665741537008], [0.9042347270866701, 48.35685325973556], [0.9046217428615336, 48.3569725471619], [0.904910218001527, 48.35722021158999], [0.905175987342328, 48.357563410762694], [0.9053685474179446, 48.35785558930756], [0.9055928797382063, 48.35800957619429], [0.9062524145066152, 48.35827126897807], [0.9065568045814716, 48.35843381318714], [0.9067212331504074, 48.358611742129376], [0.9068420545977545, 48.35881754831765], [0.9071716691767504, 48.35897738739707], [0.9076907323158202, 48.35898986251613], [0.907691963172765, 48.35909895402231], [0.907683200973153, 48.35924739091136], [0.9076887631161307, 48.35945858520195], [0.9078313334861019, 48.359553468072086]], ""type"": ""LineString""}";669;244;669.76850358;669.7685035826113
Champrond-en-Perchet;CHAMPROND-EN-PERCHET;;de Chainville à la lune Noire;28072;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr10.1;tr10.1-28072;T28.21-28280;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-29;;;;;;48.31971811337615, 0.8674482396920714;"{""coordinates"": [[0.8683000962434113, 48.32135381995652], [0.8683039137464992, 48.32083629173094], [0.8682417075351757, 48.32021666148351], [0.8674837381615229, 48.319566070112835], [0.8665868866432791, 48.318883156989784], [0.865977342091038, 48.31840431399662]], ""type"": ""LineString""}";388;246;388.8400977;388.8400976963899
Champrond-en-Perchet;CHAMPROND-EN-PERCHET;;de Chainville à la lune Noire;28072;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr11.1;tr11.1-28072;T28.21-28280;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-29;;;;;;48.31609033029625, 0.8636473793639344;"{""coordinates"": [[0.865977342091038, 48.31840431399662], [0.8644948243691006, 48.31692731774417], [0.8629664936120576, 48.31543756590149], [0.8613358112385899, 48.31375816985445]], ""type"": ""LineString""}";620;247;620.57729869;620.5772986889532
Champrond-en-Perchet;CHAMPROND-EN-PERCHET;;parcelle 69 section G;28072;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr13.1;tr13.1-28072;VTT2-28236,VTT5-28236,VTT13-28236,TPerche.4-28236;Oui;1;Parcelle communale;Commune;Domaine privé de la commune;2012-09-07;2012-03-29;;;;;;48.32867269698528, 0.8645719028176705;"{""coordinates"": [[0.8639495346036584, 48.326428661526364], [0.8638970427757264, 48.3267039014023], [0.8643752307787826, 48.327778510999856], [0.86458686960795, 48.328933998791065], [0.8649865041834172, 48.329942448748255], [0.8651056723179222, 48.330303135576756], [0.8652336778763312, 48.33093930085163]], ""type"": ""LineString""}";513;249;513.13534962;513.135349617153
Chapelle-Royale;;100;de la Hallonnière à la Gevraisière;28079;Perche;Brou;NOGENT-LE-ROTROU;tr8.1;tr8.1-28079;FVTT10.A-28027;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-09-14;2007-06-29;;;;;;48.15373065007293, 1.020609608049469;"{""coordinates"": [[1.020040204963364, 48.15136769364349], [1.0202328926045556, 48.15152450491031], [1.0205928282431724, 48.15198660738096], [1.020848162154819, 48.152390988064695], [1.02128336082699, 48.152925630579524], [1.0211279047609731, 48.1532839897889], [1.0207760341889027, 48.15398033599865], [1.0203970565322147, 48.154504169790606], [1.0202941277473112, 48.15480704280559], [1.0202547812949394, 48.1555793389735], [1.020262788453112, 48.1563663610736]], ""type"": ""LineString""}";592;251;592.6211681;592.6211681060914
Charbonnières;;131;du Vau aux Lézardières;28080;Perche;Brou;NOGENT-LE-ROTROU;tr4.1;tr4.1-28080;VTT12-28018,F23.B-28018;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2006-12-01;2004-01-29;;;;;;48.18138916597839, 0.921613025541159;"{""coordinates"": [[0.9237061661039223, 48.184872129198325], [0.9238257778660492, 48.18427824244707], [0.9239535779986374, 48.18353588895745], [0.9237839467966704, 48.18299754538237], [0.9236743684777852, 48.182659819069706], [0.9233994891544708, 48.18236908258212], [0.9230131427520719, 48.18201206379797], [0.9225383152500625, 48.18116457477601], [0.9219958707298668, 48.18039206863335], [0.9210065279109652, 48.18027655432039], [0.9199220657379461, 48.18008933096581], [0.9191252602512435, 48.17996524163254], [0.9181420608799014, 48.1798844496291], [0.9176204193161782, 48.17985963310556], [0.9175209427197736, 48.17980960038469]], ""type"": ""LineString""}";872;253;872.27743906;872.2774390620162
Illiers-Combray;;220;dit du Noyer;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr50.1;tr50.1-28196;F28.B-28196;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.2835602534011, 1.2370340675306735;"{""coordinates"": [[1.2395398647196554, 48.284348076160306], [1.2393770503582806, 48.284298506669245], [1.2393199975103695, 48.284051293861644], [1.2392292511539373, 48.28392485921382], [1.2390637537031566, 48.28386237805763], [1.238748701702453, 48.28383327968189], [1.2377969398779238, 48.28365778195476], [1.2368119491933656, 48.2835073787967], [1.235992417165422, 48.28337014896947], [1.235583191350803, 48.28328546706207], [1.235293187750726, 48.28323342936817], [1.2342956067029267, 48.28306266516743]], ""type"": ""LineString""}";435;267;435.68902229;435.6890222854792
Arcisses;ARCISSES;;230 section F;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr3.1;tr3.1-28236;F34.A-28236,F34.B-28236,VTT2-28236,VTT5-28236,VTT8;Oui;1;Parcelle communale;Commune;Domaine privé de la commune;2007-12-10;2007-09-21;;;;;;48.33438337385857, 0.8392798008403319;"{""coordinates"": [[0.8383933499619174, 48.334303727553426], [0.8386784675960393, 48.33431845873032], [0.8390109069710958, 48.33422450880531], [0.839403089761994, 48.33424119235698], [0.8394000681907976, 48.334488799090444], [0.8398491605354174, 48.33451128175635], [0.8400691712498751, 48.334720092910885]], ""type"": ""LineString""}";166;271;166.3357646;166.33576460014686
Montigny-le-Chartif;;38;;28261;Entre Beauce et Perche;Brou;NOGENT-LE-ROTROU;tr7.1;tr7.1-28261;F41.D-28261,TPerche.27-28261;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-06-29;;;;;;48.27980531783772, 1.151041312967986;"{""coordinates"": [[1.150303531048878, 48.28006666622177], [1.1505711656462732, 48.27986130451404], [1.1508043464430644, 48.279722581325764], [1.151084651931178, 48.27966454745195], [1.1513580882917618, 48.27966282308065], [1.1517569607902647, 48.280025094359836]], ""type"": ""LineString""}";145;276;145.45025311;145.45025310450586
Arcisses;ARCISSES;1;de Margon à Marolles;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr15.1;tr15.1-28236;VTT5-28236,VTT13-28236,TCentre.34-28236,St.Michel-;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-21;;;;;;48.34812665041321, 0.8811267305578102;"{""coordinates"": [[0.8732647217330581, 48.34526395645633], [0.8740107936104994, 48.34542549386171], [0.874551500648874, 48.34557026706532], [0.8750666268644554, 48.34562492378609], [0.8755725892627622, 48.34579800902815], [0.8762002231258575, 48.345816714200886], [0.8769740629833619, 48.345864475361964], [0.8773044376298438, 48.345890068480195], [0.8779739957082544, 48.34614162515507], [0.878766047039478, 48.3465583659848], [0.8791047603580565, 48.346740328188616], [0.8799122184395777, 48.34757991007815], [0.8802673152017066, 48.347943462046125], [0.8814200692032773, 48.3485927547886], [0.8820381060182924, 48.34881455485172], [0.8825186461089534, 48.348991029002], [0.8831002149406316, 48.349187167850225], [0.8837350492731129, 48.34939139898666], [0.8845063891931971, 48.349665931730826], [0.8855126875677972, 48.35009467644563], [0.8862389572853774, 48.35039338082014], [0.8869545274684254, 48.350674162911375], [0.8876218671523738, 48.35095029031597], [0.8882553056831731, 48.35117194068195], [0.8889221608844677, 48.3514695846565]], ""type"": ""LineString""}";1387;283;1387.50264253;1387.5026425289461
Marolles-les-Buis;;12;de la Côtière aux Forges;28237;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr10.1;tr10.1-28237;F7.A-28237;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-09-14;2007-07-04;;;;;;48.3738778695684, 0.9470892428334634;"{""coordinates"": [[0.9499536521624018, 48.37508032323275], [0.948982491347249, 48.37456536864252], [0.9481600896806509, 48.37414876222888], [0.947816131283933, 48.37393963283421], [0.9474336679955682, 48.3737115558174], [0.9469314700290056, 48.373392107481905], [0.9458506576176168, 48.373337657929966], [0.9445356281935495, 48.37351487485538], [0.9440475405197095, 48.37352069427022]], ""type"": ""LineString""}";508;285;508.10550175;508.1055017479311
Marolles-les-Buis;;1;d'Houdangeau au Moulin Radais;28237;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr18.1;tr18.1-28237;VTT13-28236,VTT15-28362,TPerche.12-28237;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-09-14;2007-07-04;;;;;;48.3766150141868, 0.924367596653556;"{""coordinates"": [[0.9234720355738462, 48.37613321957907], [0.9240982118610007, 48.376446708473416], [0.9245843916312169, 48.3767480131345], [0.9249104324508478, 48.376891177250926], [0.9250789416881485, 48.37700754618861], [0.925211364694931, 48.37716380046627]], ""type"": ""LineString""}";174;287;174.00411212;174.00411211820378
;;2;d'Houdangeau aux Barres;0;;;NOGENT-LE-ROTROU;tr19.1;tr19.1-28237;VTT13-28236,VTT15-28362,TPerche.12-28237;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-09-14;2007-07-04;;;;;;48.37902639203645, 0.9267890428010441;"{""coordinates"": [[0.925211364694931, 48.37716380046627], [0.9249724385094326, 48.37742155098426], [0.9250015849251929, 48.37758874705975], [0.9256702361124146, 48.37813341573326], [0.925960639128114, 48.378374865765515], [0.9261574926500821, 48.37858737950996], [0.9263888889223041, 48.378846501882926], [0.9266485251979683, 48.378970105691856], [0.9270164271772158, 48.37919413322885], [0.9272834861405923, 48.37944148195753], [0.9276624873178875, 48.37972416264651], [0.9280898519953061, 48.38012877236986], [0.9284715320598488, 48.380421190728214], [0.928854903292793, 48.38067077464923], [0.9289410795908998, 48.380786203346375]], ""type"": ""LineString""}";514;288;514.86151005;514.8615100601309
Marolles-les-Buis;;19;de la Bruyère au Bois-Gaillot;28237;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr24.1;tr24.1-28237;F7.B-28237,VTT16-28165;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-09-14;2007-07-04;;;;;;48.354071928983565, 0.9740811688870892;"{""coordinates"": [[0.9726042876793535, 48.35481656358049], [0.9729400897917249, 48.35481754804591], [0.9732975066212417, 48.35468812233791], [0.973625989691566, 48.354598173551125], [0.9739982122311116, 48.354371713046405], [0.9742716031114527, 48.35401166160081], [0.9745845198490359, 48.35367887914487], [0.974800758787274, 48.35344445499135], [0.9749933747651425, 48.35326677493699], [0.9751341748109918, 48.35313583345723], [0.9753530639747399, 48.35292526458802]], ""type"": ""LineString""}";308;291;308.48809127;308.4880912702129
Nogent-le-Rotrou;;44;des Etilleux à la Chenellière;28280;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr42.1;tr42.1-28280;VTT8-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-01;;;;;;48.29084467491728, 0.8048707118029487;"{""coordinates"": [[0.8017622324316823, 48.29082196643943], [0.8020426666734487, 48.29068918841169], [0.8022808420998845, 48.29062574195963], [0.8025163382682639, 48.2906265444495], [0.8027158702844072, 48.29071955613891], [0.8030801635541459, 48.29096923276367], [0.8034383669788581, 48.29123665539964], [0.8038689445328983, 48.29130894978503], [0.8043445470054068, 48.29132849464084], [0.8047868716044503, 48.291247398522714], [0.8052522259453364, 48.29112743410458], [0.8056067361021962, 48.29109828842695], [0.8064065186598667, 48.290799121370675], [0.8068421725313518, 48.29048177483164], [0.8072848017113606, 48.29018294376733], [0.8076186335580323, 48.29008893697304], [0.8079646664550523, 48.29000604452638]], ""type"": ""LineString""}";541;293;541.11363706;541.1136370574253
Montigny-le-Chartif;;58;dit du Moulin Ronce au Bois de Méréglise;28261;Entre Beauce et Perche;Brou;NOGENT-LE-ROTROU;tr11.1;tr11.1-28261;TPerche.27-28261;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-06-29;;;;;;48.28908977032852, 1.1693751723636907;"{""coordinates"": [[1.1718310069109268, 48.28346826289643], [1.1715929457744776, 48.28392972247739], [1.1715820362359506, 48.28446200497817], [1.1712275209324565, 48.28505276161929], [1.1707090276222651, 48.28580553796131], [1.1698297645845965, 48.28690580120061], [1.1694609885545217, 48.28738112798809], [1.1692247346951585, 48.2880149476487], [1.1691927573524021, 48.28823179549151], [1.1689447090782727, 48.28880289598284], [1.1684614462572755, 48.28991586891316], [1.1682757847540879, 48.29040651615722], [1.1681798862822366, 48.29140329795923], [1.1682339127305972, 48.292807235133814], [1.1682329645601155, 48.29347509681333], [1.1685209386603062, 48.29440469211136], [1.1686311047579174, 48.29508503482349]], ""type"": ""LineString""}";1345;294;1345.12876539;1345.1287653936788
Montigny-le-Chartif;;58;dit du Moulin Ronce au Bois de Méréglise;28261;Entre Beauce et Perche;Brou;CHARTRES;tr11.2;tr11.2-28261;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-06-29;;;;;;48.29540164201855, 1.1686787335271556;"{""coordinates"": [[1.1686311047579174, 48.29508503482349], [1.1686891121989291, 48.295418107280135], [1.168709938972034, 48.295720239965476]], ""type"": ""LineString""}";70;295;70.88411395;70.884113947947
Montigny-le-Chartif;;;parcelles 349-353 section B;28261;Entre Beauce et Perche;Brou;NOGENT-LE-ROTROU;tr18.1;tr18.1-28261;TPerche.27-28261;Non;1;Parcelle communale;Commune;Domaine privé de la commune;2007-11-09;2007-06-29;;;;;;48.287455914945504, 1.1473735355301709;"{""coordinates"": [[1.1471967134213006, 48.28847207410029], [1.1470604295152331, 48.28828896822263], [1.1469979467488463, 48.28813797311539], [1.1469015441916492, 48.28773403815233], [1.146912752854131, 48.28756752867541], [1.147461048725484, 48.28719512272431], [1.147945675943625, 48.286857436009804], [1.1483077126696297, 48.28670832441998]], ""type"": ""LineString""}";245;299;245.67376024;245.6737602374807
Montigny-le-Chartif;;43;dit du Grand Parc;28261;Entre Beauce et Perche;Brou;NOGENT-LE-ROTROU;tr19.1;tr19.1-28261;TPerche.27-28261;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-06-29;;;;;;48.28550188230673, 1.1497393659816384;"{""coordinates"": [[1.1483077126696297, 48.28670832441998], [1.1489251569095216, 48.28660303655147], [1.1492786404340403, 48.28634014364212], [1.1496663873020574, 48.285769817422555], [1.1503401575438217, 48.28471240642536], [1.1505848370265455, 48.28427724935629], [1.1506819050744412, 48.28410374781101], [1.1508507609081517, 48.28386707530632]], ""type"": ""LineString""}";385;300;385.22497826;385.2249782666085
Montlandon;;11;;28265;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr1.1;tr1.1-28265;F24.C-28071,VTT16-28165;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-05-29;;;;;;48.37541125555411, 1.0205920672465472;"{""coordinates"": [[1.0197492235317798, 48.375664395056226], [1.0203036382309116, 48.37555817306729], [1.02070142448679, 48.375435044645], [1.0209912074945506, 48.375285110311594], [1.0212882314662515, 48.37503766847657], [1.021336579188312, 48.37496660494675]], ""type"": ""LineString""}";146;303;146.25861945;146.2586194545909
Montlandon;;10;dit des Usages;28265;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr3.1;tr3.1-28265;F24C-28071;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-05-29;;;;;;48.37848825850037, 1.0224052583269376;"{""coordinates"": [[1.0251721489244539, 48.38010262233326], [1.0251409941461151, 48.37959968281904], [1.0249512745611387, 48.37946070327666], [1.0233036406657752, 48.37887268135944], [1.022620203990009, 48.37848137232323], [1.0218692922726673, 48.37809736446373], [1.0214478856758202, 48.377920470318884], [1.0209395187258739, 48.37783659913287], [1.0200321582618936, 48.37763333199591], [1.0194116262164583, 48.377501523703536], [1.0191383739515931, 48.37744933414503]], ""type"": ""LineString""}";567;304;567.88581336;567.8858133602084
;;18;dit du Bois Gaillot;0;;;NOGENT-LE-ROTROU;tr25.1;tr25.1-28237;F7.B-28237,VTT16-28165;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-09-14;2007-07-04;;;;;;48.35180488314329, 0.9732901099374489;"{""coordinates"": [[0.9713295015993665, 48.35050828813337], [0.9717611461136856, 48.35076324585069], [0.9719616474130607, 48.35090624622656], [0.9725506817606946, 48.35137459524627], [0.972938464358703, 48.351678826115126], [0.9734024864954803, 48.35196775167653], [0.973836030351443, 48.35221329188933], [0.9744531782228707, 48.35254317016318], [0.9753530639747399, 48.35292526458802]], ""type"": ""LineString""}";403;305;403.62470667;403.62470667701194
Méréglise;;2;des Bois à Méréglise;28242;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr2.1;tr2.1-28242;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-10-05;;;;;;48.29509669159312, 1.1760212026159267;"{""coordinates"": [[1.183339936665926, 48.2944576482141], [1.1826329916083569, 48.29446281510451], [1.1814325297682924, 48.294573635345614], [1.1807701126335572, 48.29464851856073], [1.1796709031536172, 48.29471807710553], [1.1789376168436563, 48.294786072920864], [1.178448978440336, 48.29482144435403], [1.1778771667745254, 48.294917808142664], [1.1772334315356903, 48.29499241491742], [1.1762296807151191, 48.295124579703945], [1.1753345711872378, 48.29521078780594], [1.1733368210354396, 48.29539902961672], [1.172220572349873, 48.295481799915734], [1.171511410238665, 48.295556565565036], [1.1709679637196904, 48.29558626418383], [1.170440435614897, 48.29556858354337], [1.1702065262568881, 48.29552210508344], [1.1699784008841598, 48.29555990982854], [1.1695696928327475, 48.29561045853669], [1.1689177527008914, 48.29569877188912], [1.168709938972034, 48.295720239965476]], ""type"": ""LineString""}";1097;307;1097.61384044;1097.6138404412145
