"geometry","juridique","pdipr","nom_commun","deliberati","nom_juridi"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[297804.92044552,6852029.682174059],[297861.272894958,6852032.332902429],[297931.615696722,6852036.899063395],[298066.539669976,6852043.478919852]]}","chemin rural","2022-06-20","ERQUY","2021-02-25",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[297874.807964181,6850906.731824743],[297873.642548173,6850918.293998622],[297875.351562478,6850929.393132747],[297877.936686095,6850937.616967403],[297881.297457375,6850945.364806137],[297888.719024166,6850954.808087708]]}","chemin rural","2022-06-20","ERQUY","2021-02-25",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[298447.433518143,6851404.370250289],[298407.024785032,6851404.69805634],[298360.893361142,6851405.871781291],[298327.113295808,6851406.145811643]]}","chemin rural","2022-06-20","ERQUY","2021-02-25",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[231100.806245009,6841411.186221118],[231113.24425,6841421.849065336],[231131.444206642,6841436.932602437],[231140.792964578,6841443.722847242],[231147.689519888,6841447.56476156],[231153.99698777,6841448.992976633],[231163.830034538,6841448.91372695],[231173.552849237,6841446.3169828],[231184.275533368,6841441.303726688],[231193.976199878,6841435.958925696],[231205.284266638,6841432.899693677],[231219.913921446,6841432.78178498],[231232.07096033,6841434.622559384]]}","chemin rural","2021-02-15","PLOUGONVER,BELLE-ISLE-EN-TERRE","2020-11-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[229022.131498915,6844519.270464582],[229022.434467774,6844530.835851954],[229017.39292644,6844556.290213647],[229014.690326136,6844578.078063398],[229009.68848043,6844608.458953891],[229006.189252815,6844631.842206803],[229003.226317767,6844658.529022613],[228998.066386334,6844673.011360644],[228991.431773074,6844686.796035134],[228984.634462747,6844698.993037197],[228977.432988213,6844713.122062035],[228974.310196182,6844723.690479431],[228972.339484392,6844735.84859105],[228970.025075141,6844746.280578118],[228968.343046468,6844779.382964676],[228969.542804483,6844787.040222132]]}","chemin rural","2021-02-15","BELLE-ISLE-EN-TERRE","2020-12-03",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[228758.125797301,6842972.065286498],[228776.355213564,6842990.806293163],[228795.048671098,6843007.604803774],[228806.856256883,6843025.608060946],[228819.228210115,6843054.120031285],[228822.450535306,6843070.812297285]]}","chemin rural","2021-02-15","BELLE-ISLE-EN-TERRE","2020-12-03",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[225174.417003125,6836926.469965001],[225164.145435184,6836930.556675323],[225154.655071571,6836932.232087727],[225132.510071305,6836926.11453531],[225104.631817995,6836919.133751744],[225086.416244176,6836916.981963911],[225055.501863402,6836916.441489602],[225027.758622691,6836915.056000627],[225003.126806181,6836912.855958838],[224980.220713658,6836909.02306214],[224969.617142634,6836902.364903698]]}","chemin rural","2021-10-11","LA CHAPELLE-NEUVE","2021-02-19",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[225369.303433433,6811163.440096491],[225369.304385901,6811163.434493525],[225362.13050449,6811154.91800766],[225358.376325494,6811142.926267381],[225360.67216205,6811130.196242208],[225360.439728348,6811101.347344423],[225358.956459853,6811058.647764174],[225356.199459484,6811014.139660148],[225358.437167129,6810994.194914305],[225364.107651218,6810957.513649757],[225370.344421045,6810909.255538611],[225383.710176932,6810849.057913216],[225390.599965674,6810807.430120277],[225397.02681965,6810782.764750724],[225402.855988381,6810765.77907959],[225411.80783933,6810753.105357206],[225424.961799632,6810737.31983082],[225436.243702154,6810716.162979463],[225459.323038189,6810670.85711633],[225490.158533467,6810617.034400507],[225494.741908423,6810590.545113251]]}","chemin rural","2022-06-20","GLOMEL","2022-04-11",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[225151.648096383,6812368.909240777],[225151.645738912,6812368.616630269],[225156.891942527,6812353.694266672],[225179.240857539,6812240.049729957],[225179.719144919,6812228.713419964],[225186.07033446,6812194.654887724],[225195.738983419,6812144.430372527],[225200.620137536,6812126.799885737]]}","chemin rural","2022-06-20","GLOMEL","2022-04-11",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[225041.199486673,6812970.8158],[225041.194147136,6812970.816439032],[225037.54047763,6812956.415472492],[225028.907288301,6812923.057259241],[225023.295389104,6812896.310292058],[225022.002130865,6812877.193433705],[225023.021424607,6812862.305119346],[225026.448577225,6812844.869087888],[225040.574762714,6812808.349496175],[225050.455640583,6812784.465724999],[225078.111086863,6812734.086282593],[225105.176227016,6812684.860832679],[225109.331678986,6812672.235730973],[225113.299482257,6812654.92525947],[225119.652074522,6812617.319065616],[225136.46885306,6812490.547842056],[225151.766501015,6812383.60568088],[225151.645738912,6812368.616630269],[225151.646536265,6812368.614362269]]}","chemin rural","2022-06-20","GLOMEL","2022-04-11",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[274935.125629439,6837666.625678715],[274943.39551429,6837725.404240657]]}","chemin rural","2023-05-02","SAINT-BRIEUC,TREGUEUX","2022-05-09","AD(28) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[225041.199486673,6812970.8158],[225057.667297509,6812968.844944846],[225076.210789496,6812967.086617684],[225091.529606626,6812966.96320012],[225114.826840099,6812971.02267861],[225152.440592978,6812980.792938807],[225164.706231437,6812981.263739934],[225174.658966016,6812981.18355408],[225182.067695786,6812977.915997802],[225187.309789347,6812973.646575296],[225202.51737353,6812955.995710174],[225214.634123046,6812941.707527094],[225227.280356785,6812933.600963917],[225247.272033632,6812925.535153952],[225274.676597019,6812918.438935328],[225292.123917544,6812910.863311559],[225313.228918652,6812899.580664432],[225324.753373026,6812893.641702688],[225343.79871107,6812887.192445664],[225364.95918239,6812882.794771216],[225383.361586579,6812878.409324372],[225409.292712275,6812870.765346423],[225431.455773489,6812864.290969062],[225448.337936382,6812857.269531139],[225479.323342517,6812840.650772459],[225508.38918252,6812823.927558767],[225529.961564562,6812814.839680444],[225541.062189585,6812812.111997977],[225551.130246387,6812811.461258806],[225562.676408975,6812811.937852693],[225573.941723862,6812816.070329054]]}","chemin rural","2022-06-20","GLOMEL","2022-04-11",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[225795.71612157,6813627.406839432],[225792.944766242,6813636.932853332],[225793.006599741,6813644.607255185],[225800.918996498,6813674.083875051],[225813.297705546,6813707.192073064],[225825.549444992,6813735.704349184],[225848.800445708,6813793.558450111],[225871.672898045,6813845.359626626],[225892.472190752,6813896.597893854],[225901.572149949,6813920.908376236],[225910.482580313,6813932.85859748],[225925.090735377,6813952.4378131],[225936.688194654,6813970.442348744],[225954.58135885,6813992.153662948],[225971.11224962,6814008.509517822],[225993.02715581,6814030.768043171],[226013.932145513,6814054.193935854],[226018.557448072,6814058.953482762],[226023.42925847,6814064.540492621],[226027.018208315,6814070.907327793],[226032.133037564,6814080.609645187],[226043.167328708,6814114.298306514],[226045.801864107,6814127.277370219],[226027.514714229,6814128.362872097],[225897.49986573,6814130.948160273],[225897.359595667,6814203.046484779],[225897.787373992,6814210.777985719],[225913.875581272,6814209.671384004],[225957.464137317,6814205.337381834],[226068.809216221,6814200.983999849],[226070.461261591,6814219.978067403],[226072.387672828,6814232.094489939],[226076.918989216,6814240.072657973],[226083.994395674,6814251.2481909],[226100.85132069,6814282.021846122],[226114.50614,6814313.510844524],[226118.146781248,6814326.293004652],[226119.161046715,6814336.827832582],[226118.334943675,6814349.645982954],[226115.753146083,6814356.652147654],[226106.488099653,6814371.387066058],[226095.847681194,6814386.582767775],[226091.050655883,6814395.889062206]]}","chemin rural","2022-06-20","GLOMEL","2022-04-11",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[227751.803138366,6811915.894994363],[227751.80238076,6811915.895298446],[227746.510551941,6811899.241497549],[227740.418120795,6811885.04276789],[227731.3425053,6811871.632899921],[227719.34130986,6811859.106855712],[227692.49115702,6811837.393223061],[227664.565430511,6811824.457031159],[227651.596425475,6811820.0105148],[227648.545597616,6811811.99451367],[227648.544556955,6811811.989899781]]}","chemin rural","2022-06-20","GLOMEL","2022-04-11",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[226302.7495485,6810209.876563325],[226290.553572306,6810187.767332004],[226273.8414809,6810160.080555683],[226259.569181608,6810137.5306801],[226248.791300621,6810120.778760412],[226243.836730329,6810104.919291609],[226243.110785866,6810096.68064221],[226245.315282628,6810087.498993715]]}","chemin rural","2022-06-20","GLOMEL","2022-04-11",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[226302.753763698,6810209.884204761],[226314.070772934,6810237.734374116],[226324.00261736,6810261.108698709],[226331.653950856,6810273.069026088],[226337.882974947,6810279.664400798],[226348.999815911,6810282.672757243],[226360.582376053,6810283.94851425],[226394.244108049,6810283.227574949],[226435.467556612,6810283.345103697],[226464.341471326,6810287.45954209],[226484.803872963,6810297.485465545]]}","chemin rural","2022-06-20","GLOMEL","2022-04-11",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[228435.626009438,6810994.586400216],[228456.364319547,6811009.304600762],[228550.948959172,6811083.412414284],[228615.94527725,6811135.443561128],[228638.163710853,6811150.724191288],[228647.468494041,6811155.805763631],[228663.577799586,6811164.49005783],[228704.387618715,6811183.957959727],[228726.640659691,6811192.372884002]]}","chemin rural","2022-06-20","GLOMEL","2022-04-11",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[231562.406503574,6833013.817029043],[231570.449545787,6833000.477568112],[231590.739512104,6832977.308948644],[231628.891870592,6832938.516394451],[231652.154805695,6832912.235815162],[231665.406629855,6832893.690963114],[231673.410814586,6832878.736107649],[231679.967392873,6832866.441202239],[231684.990390767,6832853.579034457],[231688.367671222,6832829.957123003],[231687.084525172,6832797.228711463],[231686.8943524,6832773.635556535],[231689.437005088,6832765.490334241],[231695.001439968,6832760.288828617],[231712.9840063,6832759.574249384],[231739.079656513,6832757.415169001],[231755.414784071,6832753.166170833],[231758.919153096,6832749.030589249],[231760.897140069,6832737.781935523],[231757.091118284,6832704.494238288],[231755.187133718,6832669.132546614],[231752.784496997,6832627.698819232],[231754.014937636,6832579.500180776],[231755.405434667,6832569.755290983],[231755.405199558,6832569.754279281]]}","chemin rural","2021-02-15","BULAT-PESTIVIEN","2020-10-23",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[256641.73013753,6853535.230293187],[256641.734242502,6853535.233306549],[256655.001407542,6853548.287819684],[256673.998381772,6853561.765745604],[256695.775638469,6853577.969476097],[256717.007727667,6853600.913362491],[256742.318648569,6853627.741825255],[256763.675338567,6853651.264339699],[256763.680193008,6853651.269218391]]}","chemin rural","2021-10-11","GOUDELIN","2021-04-08",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[256982.951200476,6853171.818148183],[256982.951103283,6853171.824121661],[256988.729756075,6853178.293322722],[256995.027958643,6853189.695210896],[257002.5186281,6853211.390963254],[257013.402700193,6853241.194166764],[257018.945075837,6853259.237974937],[257023.527499569,6853273.501928892],[257026.131892045,6853284.144159258],[257026.551279924,6853295.233771826],[257026.620632546,6853303.817795165],[257023.674694122,6853336.251148289],[257019.267364442,6853358.502740188],[257014.955891669,6853377.775436826],[257011.388135907,6853388.907257056],[257004.853334313,6853400.172979521],[257002.824496567,6853405.106269135],[257005.415890517,6853414.139620706],[257013.413112463,6853439.159185094],[257022.615099594,6853472.283897445],[257026.907207637,6853495.14477806],[257030.736710994,6853516.41040518],[257035.016250326,6853534.004710091],[257040.107882239,6853555.716821149]]}","chemin rural","2021-10-11","GOUDELIN","2021-04-08",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[258298.257027732,6852275.221955719],[258291.106857598,6852269.107758406],[258277.457967081,6852268.178702507],[258263.146952385,6852266.935198644],[258252.248791639,6852265.074490172],[258245.79991478,6852260.999206244],[258243.714098828,6852255.169753268],[258241.931587224,6852249.465935861]]}","chemin rural","2021-10-11","GOUDELIN","2021-04-08",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[258615.85514671,6852231.553589761],[258597.645340613,6852218.661087398],[258580.635925634,6852209.984101318],[258562.498286851,6852202.675373188]]}","chemin rural","2021-10-11","GOUDELIN","2021-04-08",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[258562.49410497,6852202.674641083],[258548.747508432,6852200.268077969],[258531.878903277,6852197.885976313],[258518.843564784,6852198.680873136],[258503.8687899,6852200.630721767],[258487.045484873,6852203.854711818],[258465.241589682,6852210.326920724],[258443.406907707,6852216.699441166],[258411.100695038,6852225.774921824],[258384.918880953,6852232.162580628],[258358.088750261,6852239.944600056],[258340.7004441,6852243.742793773],[258320.125147563,6852246.427458962],[258301.343994656,6852248.52798634],[258273.322736965,6852249.893687871],[258241.941877947,6852249.457972546]]}","chemin rural","2021-10-11","GOUDELIN","2021-04-08",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[286352.596697553,6822869.195430491],[286353.603102869,6822868.31682488],[286348.743957837,6822855.955263996],[286341.191065628,6822850.534885778],[286293.760306114,6822844.36920731],[286121.619107126,6822809.329843176],[285992.012041824,6822778.820293839],[286003.346384443,6822758.956099937],[286045.372510185,6822722.618760579],[286133.074444684,6822695.747132618],[286165.351743598,6822679.162107218],[286187.834609111,6822664.860414909],[286201.459501923,6822649.201763675],[286202.007526656,6822634.470785886],[286203.327820023,6822608.16950292],[286202.870712322,6822573.655345011],[286204.475206066,6822545.745273259],[286209.862686222,6822531.862008673]]}","chemin rural","2021-02-15","BREHAND","2020-11-05",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[286261.313504249,6822549.380765402],[286265.217699413,6822543.024900952],[286281.384947324,6822535.127664776],[286332.204571268,6822516.03691148],[286365.18785409,6822503.770639238],[286386.334821909,6822498.697289868],[286398.195212014,6822497.459215379],[286411.440546964,6822498.902607691],[286441.88577564,6822512.627639103],[286514.780303495,6822535.256203031],[286520.888330319,6822542.764983532],[286533.964146409,6822581.149627502],[286543.826211908,6822602.290191659],[286554.080276539,6822628.962042218],[286580.883521966,6822703.698437633],[286606.656082328,6822718.946051505],[286630.903717109,6822729.536905658],[286647.370262273,6822737.105581079],[286666.778588919,6822746.84825759],[286680.472528693,6822753.67309252]]}","chemin rural","2021-02-15","BREHAND","2020-11-05",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[286809.95649545,6824263.460655448],[286795.679072912,6824245.601880515],[286783.499288467,6824225.42545299],[286788.858285769,6824211.151672161],[286806.584769366,6824157.891919195],[286817.350318119,6824141.250048306],[286836.947977633,6824120.012608346],[286837.965787602,6824119.314555828]]}","chemin rural","2021-02-15","BREHAND","2020-11-05",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[286893.076090216,6823757.334288473],[286883.045643726,6823815.035434836],[286884.893852796,6823874.851007568],[286886.910765206,6823932.747000532]]}","chemin rural","2021-02-15","BREHAND","2020-11-05",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[286976.235075922,6824783.740677522],[286976.224061926,6824783.737932535],[286963.663958016,6824781.891125438],[286944.642612572,6824774.704493605],[286927.49735753,6824765.797262272],[286911.863536872,6824758.767658355],[286901.771932375,6824756.704061778],[286901.324140619,6824755.875961511]]}","chemin rural","2021-02-15","BREHAND","2020-11-05",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[286901.324140619,6824755.875961511],[286893.296336168,6824741.030161152],[286877.841215214,6824713.942580768],[286867.401017675,6824695.827671141],[286860.42582537,6824678.856502076],[286857.279467727,6824668.163542875],[286852.980447678,6824629.964664274],[286848.970878953,6824601.470219123],[286844.616763968,6824579.351216002],[286842.121780122,6824558.291248356],[286842.116439763,6824538.444128771],[286844.694772868,6824515.833690805],[286846.070705578,6824493.109887605],[286845.708152947,6824468.325922191],[286845.25729216,6824447.914634453],[286842.763183245,6824435.190243961],[286837.780226556,6824421.054335693],[286825.818582245,6824384.389171232],[286815.006318358,6824344.069667457],[286811.07609504,6824322.316613226],[286809.366696894,6824301.001565986],[286809.043848864,6824279.58819383],[286809.560628235,6824270.024330106],[286810.095800278,6824263.634903536],[286809.95649545,6824263.460655448]]}","chemin rural","2021-02-15","BREHAND","2020-11-05",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[287658.927105729,6825797.350957723],[287662.328951244,6825789.173454448],[287666.721070746,6825780.925620751],[287672.173170191,6825773.594961128],[287676.180694904,6825768.350770436],[287677.180952557,6825757.167928063],[287677.654419088,6825749.792508468],[287679.215786988,6825743.729154146],[287681.128795112,6825739.823666792],[287685.585736258,6825738.119432903],[287702.630284769,6825737.112423306],[287727.467823443,6825736.546514895],[287738.755539418,6825735.748290092],[287744.049065271,6825731.802201875],[287745.708241034,6825727.12095918],[287744.527742882,6825718.870321311],[287740.950627129,6825702.058143459],[287735.465546188,6825683.594945101],[287731.690357246,6825666.796672825],[287729.764703251,6825653.63780262],[287729.281126539,6825641.170661482],[287733.530113837,6825619.637702742],[287826.774627204,6825629.514739805],[287826.774690357,6825629.51500412]]}","chemin rural","2021-02-15","BREHAND","2020-11-05",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[287497.421449614,6826018.116024237],[287500.864827794,6826010.531008104],[287500.431747162,6826004.410540715],[287495.838422229,6825984.496374764],[287482.172485368,6825923.554845806],[287515.941655786,6825914.220478608],[287530.31359713,6825912.01304436],[287586.420236258,6825897.725438797],[287632.015315335,6825886.76144512],[287641.422756338,6825884.707028925],[287635.376349464,6825861.125071907],[287651.151106103,6825856.239155833],[287666.933266301,6825851.39098765]]}","chemin rural","2021-02-15","BREHAND","2020-11-05",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[287641.17779021,6825796.82090635],[287641.176802202,6825796.820876829],[287633.972950971,6825801.894303123],[287626.328655757,6825809.181610076],[287619.506920641,6825814.029589399],[287584.110918979,6825822.883215996],[287539.689589278,6825833.566169164],[287504.505790948,6825842.603693687],[287503.795063285,6825846.622550574],[287512.716352343,6825882.700439222],[287470.133684189,6825894.047503213],[287471.132927501,6825899.731171098],[287449.035598478,6825905.263424048],[287413.074216972,6825914.554919934],[287401.290591107,6825916.777883487],[287387.047849467,6825930.609413575],[287379.854785049,6825930.887570049],[287356.800499328,6825953.17004858],[287343.390655955,6825966.90986632],[287327.420139102,6825980.93898431],[287319.625056173,6825983.276616134],[287312.736226726,6825984.359555532],[287305.880158538,6825988.500037521],[287298.262604058,6825991.889612038],[287279.431517564,6826002.575383397],[287273.693357796,6826009.148688902],[287273.693651121,6826009.149195098]]}","chemin rural","2021-02-15","BREHAND","2020-11-05",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[286680.472528693,6822753.67309252],[286705.663194066,6822766.22770688]]}","chemin rural","2021-02-15","BREHAND","2020-11-05",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[258956.502043819,6847093.027530369],[258959.397959469,6847110.063283036],[258972.822399409,6847142.584055048],[258982.944685524,6847163.448939423],[258996.762785718,6847185.32329677],[259013.59499819,6847212.88966316],[259023.526223773,6847224.951688711],[259037.883319602,6847243.034098453],[259069.243937511,6847272.78159697],[259096.12421979,6847297.188719533],[259120.021643293,6847319.771122473],[259128.907662268,6847328.63363376],[259132.739606269,6847335.358373186],[259138.340516314,6847349.514085478],[259142.223337051,6847362.534412704],[259143.951385373,6847376.031861323],[259144.967286796,6847390.444487252],[259144.566063383,6847411.284488478],[259141.375358434,6847428.259503051],[259137.539005676,6847446.958643259],[259137.481918239,6847454.734164067],[259137.479048608,6847454.738392766]]}","chemin rural","2021-02-15","BRINGOLO","2020-10-23",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[221758.457854939,6868889.915476156],[221765.956637111,6868883.342269137],[221769.453235618,6868874.499595171],[221770.411718315,6868866.936571635],[221781.610110242,6868865.117495531],[221799.004270039,6868862.009311385],[221814.085347188,6868858.340107989],[221827.779003618,6868853.642719101],[221836.332419754,6868847.277772005],[221843.805261306,6868837.033938435],[221848.938231021,6868822.901368664],[221852.698232961,6868805.81169546],[221854.561951316,6868795.26409783]]}","chemin rural","2021-02-15","LANNION","2020-11-16",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[221678.54434881,6868888.733045529],[221692.043461937,6868889.663729688],[221711.053160253,6868889.850486874],[221721.600371289,6868889.076007918],[221741.282139683,6868887.088701235],[221746.408623432,6868887.047431869],[221753.762756505,6868888.127521793],[221758.454270539,6868889.918618132]]}","chemin rural","2021-02-15","LANNION","2020-11-16",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[223770.394089745,6868640.890375602],[223775.191553865,6868645.054012762],[223777.810509191,6868652.830167255],[223782.20818339,6868659.374650566],[223786.936488691,6868669.937074885],[223792.331612891,6868677.780731813],[223796.892052865,6868685.101094645],[223811.06273833,6868702.187450411],[223824.537283064,6868719.232397986],[223830.394984523,6868730.293763932],[223830.395420813,6868730.29450968]]}","chemin rural","2021-02-15","LANNION","2020-11-16",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[267090.491530086,6850130.584248854],[267091.320273907,6850130.786582258],[267109.318375884,6850135.474826052],[267127.294454071,6850139.86818679],[267142.209865035,6850143.105795944],[267154.824108729,6850144.73557793],[267173.423653882,6850145.523719232],[267189.598144101,6850145.701853764],[267224.641292876,6850142.298558248],[267238.208195268,6850142.078071198],[267250.756444632,6850142.823261592],[267263.58249821,6850144.635198372],[267281.773593477,6850147.92555044],[267300.253137893,6850151.095598107],[267323.823869184,6850156.061102608],[267342.613809565,6850159.405851667],[267364.694161976,6850162.99972825],[267386.602621507,6850165.61792718],[267406.221276315,6850168.110259741],[267416.946711437,6850167.014493006],[267440.026406494,6850169.158395427],[267450.78889272,6850169.071351321],[267458.179250615,6850163.515057763],[267462.184403686,6850161.99360726],[267462.187326382,6850161.99249782]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[265192.029036037,6849714.356997179],[265201.35268193,6849721.716898207],[265215.013026068,6849738.895493237],[265229.119339463,6849755.610773365],[265241.380930702,6849774.069875322],[265255.990989253,6849793.759196769],[265266.619168267,6849806.724993331],[265274.572182199,6849815.135319366],[265281.021880718,6849819.310490403],[265289.089559599,6849823.362647969],[265299.963311047,6849825.913051897],[265313.500592931,6849827.872278928],[265324.537087649,6849832.010360675],[265344.38435456,6849839.405090773],[265356.693949154,6849845.261783311],[265366.354316429,6849849.770764498],[265379.871639442,6849852.969367717],[265411.973393652,6849855.697897138],[265438.552375079,6849857.651602598],[265472.688907855,6849859.893974319],[265496.26917553,6849861.771990004],[265520.336380785,6849864.545498355],[265536.737616403,6849866.479795574]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[266575.140323823,6850070.01193752],[266565.088321504,6850087.390574961],[266551.881146888,6850111.422241484],[266535.334989687,6850145.204757454],[266526.497637971,6850157.198680784],[266521.043793855,6850161.240256496],[266507.219973698,6850168.33762931],[266492.99406373,6850177.616875119],[266479.112631321,6850188.712184139],[266460.348976831,6850204.09428787],[266439.731627456,6850216.403336111],[266421.80616897,6850224.213447878],[266411.985155939,6850225.791921048],[266399.133749254,6850223.377442631],[266385.781744748,6850214.670996154],[266371.06630002,6850207.904355138],[266364.644394992,6850207.166787842],[266348.367034183,6850203.172216186]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[266965.292429553,6848988.886838403],[266942.012531012,6848982.999744709],[266909.188139551,6848976.179698474],[266872.610630405,6848968.680453882],[266844.057002431,6848963.524790294],[266815.296350034,6848958.720578709],[266787.892189819,6848954.824813517],[266734.722134006,6848949.418512387],[266706.000435688,6848949.430930741],[266672.554009781,6848950.9606209],[266630.344090541,6848955.079585977],[266613.652149624,6848956.004075928]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[266613.64231679,6848956.005459448],[266592.92887799,6848958.919926224],[266571.546148217,6848961.851102961],[266557.591674357,6848963.912719294],[266544.698427395,6848967.444815909],[266526.068680871,6848973.431777607],[266502.004972691,6848982.21094218],[266476.292497785,6848991.013433633],[266449.704003656,6848999.003528285],[266426.048929691,6849006.410254497],[266405.502382225,6849012.642569999],[266380.580753272,6849019.140120628],[266358.075466135,6849024.139067244],[266332.684756119,6849028.241930275],[266302.834522744,6849033.290280203],[266283.748623745,6849038.481433941],[266249.154336686,6849048.831897122]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
